id,courseId,quarter,sectionLetter,sectionType,learningFormat,days,timeRange,location,building,room,instructor,sln,openSeats,totalSeats,addCodeRequired,gradeType,fee,jointWith,createdAt,updatedAt
0989a906-0b78-45f8-b125-25894fd3bec8,257ff923-2b87-4213-95fa-b81a1b629997,Winter 2026,A,lecture (5 credits),In-person,"Tuesday, Thursday",3:30 PM - 5:30 PM,UW1  building room  050,UW1,050,Himanshu Zade,13233,48,48,,,,,2025-10-28 05:51:58.482,2025-10-28 05:51:58.482
4280c2c7-ff59-48e8-add8-bbf1a406e9cb,673060b5-2e58-434a-bf11-8cc7ed450d0b,Winter 2026,A,lecture (5 credits),In-person,"Monday, Wednesday",11:00 AM - 1:00 PM,UW1  building room  110,UW1,110,John Chenault,13234,48,48,,,,,2025-10-28 05:51:58.697,2025-10-28 05:51:58.697
b57af57d-c70a-4d09-a1b0-915c33313681,673060b5-2e58-434a-bf11-8cc7ed450d0b,Winter 2026,B,lecture (5 credits),Hybrid,Monday,5:45 PM - 7:45 PM,UW1  building room  030,UW1,030,Praveen Bantwal,13235,48,48,,,,,2025-10-28 05:51:58.77,2025-10-28 05:51:58.77
263ca583-4128-41c6-9f8e-cc6c7c04bd43,2bafb5fd-0a28-4181-b773-97fc671be8d3,Winter 2026,A,lecture (5 credits),In-person,"Tuesday, Thursday",11:00 AM - 1:00 PM,UW1  building room  110,UW1,110,Dharma Dailey,13236,40,40,,,,,2025-10-28 05:51:58.988,2025-10-28 05:51:58.988
e6ea49f3-2f48-442b-92b7-799d32df6d55,2bafb5fd-0a28-4181-b773-97fc671be8d3,Winter 2026,B,lecture (5 credits),In-person,"Monday, Wednesday",3:30 PM - 5:30 PM,UW2  building room  305,UW2,305,Dharmesh Kumar,13237,40,40,,,,,2025-10-28 05:51:59.058,2025-10-28 05:51:59.058
4af7e855-9e16-4bc7-b456-a7f29b5a2660,b81635f7-351a-4c2f-8790-34c556d8cd7b,Winter 2026,A,lecture (5 credits),In-person,"Monday, Wednesday",3:30 PM - 5:30 PM,UW1  building room  051,UW1,051,Dharmesh Kumar,13238,48,48,,,,,2025-10-28 05:51:59.274,2025-10-28 05:51:59.274
34885ebf-b6ab-4ca0-b780-8b2726449f21,ffb8afad-024f-4c77-bbf4-1556c7d9e434,Winter 2026,A,lecture (5 credits),In-person,"Monday, Wednesday",3:30 PM - 5:30 PM,UW2  building room  221,UW2,221,Wooyoung Kim,13239,30,30,,,,,2025-10-28 05:51:59.487,2025-10-28 05:51:59.487
e70161b4-9421-4b4c-8c4d-9613837cd0f4,41d18b8c-1390-4896-a49c-558821381a2c,Winter 2026,A,lecture (5 credits),In-person,"Monday, Wednesday",8:00 PM - 10:00 PM,UW1  building room  030,UW1,030,Muntasir Raihan Rahman,13240,48,48,,,,,2025-10-28 05:51:59.711,2025-10-28 05:51:59.711
f22c81a3-b004-4f22-9b6b-b341a109309f,3a3ff590-ccda-4276-a6e4-bbe06ae57b88,Winter 2026,A,lecture (5 credits),Hybrid,Friday,11:00 AM - 1:00 PM,UW1  building room  051,UW1,051,Marc J. DupuisSteven Oscar Melnikoff,13241,48,48,,,,,2025-10-28 05:51:59.935,2025-10-28 05:51:59.935
3208949b-ce1c-4bf2-be16-4a6d413fcc6d,3a3ff590-ccda-4276-a6e4-bbe06ae57b88,Winter 2026,B,lecture (5 credits),In-person,"Monday, Wednesday",1:15 PM - 3:15 PM,UW1  building room  040,UW1,040,Arkady Retik,13242,48,48,,,,,2025-10-28 05:52:00.014,2025-10-28 05:52:00.014
507f73da-79d2-4c32-aac3-d9c2a7954ec4,dd29c13e-3060-4bc6-99ec-b61dd24d20e3,Winter 2026,A,independent study (1-5 credit),In-person,,,,,,,13243,20,20,,,,,2025-10-28 05:52:00.228,2025-10-28 05:52:00.228
1f6c6930-3dd2-4cd9-82b8-6fbaf54d3ad6,f767149e-d103-4b56-b7a7-dcaadb22cbc6,Winter 2026,A,lecture (5 credits),In-person,"Tuesday, Thursday",8:00 PM - 10:00 PM,UW1  building room  030,UW1,030,Ahmed Awad,13244,20,20,,,,,2025-10-28 05:52:00.439,2025-10-28 05:52:00.439
60f30f41-0bd5-4fd5-900c-9d66043dc18f,25435d77-ca8a-4d01-b0d0-b7bb37c8c150,Winter 2026,A,independent study (1-10 credit),In-person,,,,,,,13245,40,40,,,,,2025-10-28 05:52:00.654,2025-10-28 05:52:00.654
40b0a13e-c932-4282-ac11-15227a02532b,25435d77-ca8a-4d01-b0d0-b7bb37c8c150,Winter 2026,B,independent study (1-10 credit),In-person,,,,,,,13246,40,40,,,,,2025-10-28 05:52:00.725,2025-10-28 05:52:00.725
153ad908-4f11-4ee9-a8a9-5992921a8863,25435d77-ca8a-4d01-b0d0-b7bb37c8c150,Winter 2026,C,lecture (1-10 credit),In-person,"Tuesday, Thursday",11:00 AM - 1:00 PM,UW1  building room  221,UW1,221,Jeffrey Kim,13247,20,20,,,,,2025-10-28 05:52:00.797,2025-10-28 05:52:00.797
631f089a-584c-4df9-90e7-65354d4bfa4e,25435d77-ca8a-4d01-b0d0-b7bb37c8c150,Winter 2026,D,lecture (1-10 credit),In-person,"Monday, Wednesday",11:00 AM - 1:00 PM,UW2  building room  340,UW2,340,Laurie Anderson,13248,20,20,,,,,2025-10-28 05:52:00.869,2025-10-28 05:52:00.869
2d9cc7c8-edd3-40bd-8701-cc4cba40856c,25435d77-ca8a-4d01-b0d0-b7bb37c8c150,Winter 2026,E,lecture (1-10 credit),In-person,"Tuesday, Thursday",3:30 PM - 5:30 PM,LBA  building room  003,LBA,003,Laurie Anderson,13249,20,20,,,,,2025-10-28 05:52:00.941,2025-10-28 05:52:00.941
0d911efa-1d78-4ee4-8d42-61b627d8e3be,934532f4-8f26-447d-9c85-a468886ea783,Winter 2026,A,independent study (1-5 credit),In-person,,,,,,,13250,40,40,,,,,2025-10-28 05:52:01.162,2025-10-28 05:52:01.162
874d3e66-9dab-4f73-983e-ce60fb9b798f,934532f4-8f26-447d-9c85-a468886ea783,Winter 2026,B,independent study (1-5 credit),In-person,,,,,,,13251,40,40,,,,,2025-10-28 05:52:01.233,2025-10-28 05:52:01.233
d063b8ab-e4ea-44e3-b4ff-c4de0ca5f62f,37749442-081d-4933-950e-a8c8bb7696af,Winter 2026,A,independent study (1-5 credit),In-person,,,,,,,13252,40,40,,,,,2025-10-28 05:52:01.445,2025-10-28 05:52:01.445
096ca371-deaa-4c6e-9c2c-ced6051e27a3,37749442-081d-4933-950e-a8c8bb7696af,Winter 2026,B,independent study (1-5 credit),In-person,,,,,,,13253,10,10,,,,,2025-10-28 05:52:01.516,2025-10-28 05:52:01.516
fcb99f9d-2cc2-4895-aaea-61d7d21ea472,af0bf6ab-d5cf-46ce-bf82-975b3330e2d4,Winter 2026,A,lecture (4 credits),Asynchronous Online,,,,,,Min Chen,13254,90,90,,,,,2025-10-28 05:52:01.731,2025-10-28 05:52:01.731
88c96323-7000-46d1-8dab-ae3b25beb362,33855f7d-d908-4e96-9a07-4e82c7579fea,Winter 2026,A,lecture (2 credits),In-person,Wednesday,7:00 PM - 9:00 PM,UW1  building room  110,UW1,110,Eric Brechner,13255,45,45,,,,,2025-10-28 05:52:01.946,2025-10-28 05:52:01.946
9d6fa0c8-752e-400e-9ac9-d261d7d090e2,33855f7d-d908-4e96-9a07-4e82c7579fea,Winter 2026,B,lecture (2 credits),Asynchronous Online,,,,,,Jeffrey Kim,13256,60,60,,,,,2025-10-28 05:52:02.017,2025-10-28 05:52:02.017
9b347e2e-9b89-4011-9370-f96efa6a27d5,08f5750c-3977-4258-a6c4-d41735ce1c0c,Winter 2026,A,lecture (5 credits),Hybrid,Tuesday,8:00 PM - 10:00 PM,UW2  building room  305,UW2,305,Marc J. Dupuis,13257,40,40,,,,,2025-10-28 05:52:02.23,2025-10-28 05:52:02.23
1076f1b8-d505-4c4f-8025-380f05d10f6b,29d4cb3e-b7c5-4fb3-b86f-49e657218e23,Winter 2026,A,lecture (5 credits),In-person,"Tuesday, Thursday",5:45 PM - 7:45 PM,UW1  building room  021,UW1,021,Erika Parsons,13258,40,40,,,,,2025-10-28 05:52:02.44,2025-10-28 05:52:02.44
222e911f-874f-4b6c-822f-f3238e34df4e,9ca78eb3-51d5-4556-90d0-669310a1af9a,Winter 2026,A,lecture (5 credits),Hybrid,Tuesday,5:45 PM - 7:45 PM,UW2  building room  305,UW2,305,Geetha Thamilarasu,13259,40,40,,,,,2025-10-28 05:52:02.652,2025-10-28 05:52:02.652
4e368e61-dc3b-4a5b-82e8-b6d0a49a45c3,f435dd8a-01cf-4c4b-a314-0f3c8241078f,Winter 2026,B,lecture (5 credits),In-person,"Tuesday, Thursday",5:45 PM - 7:45 PM,UW2  building room  340,UW2,340,Kelvin Sung,22109,5,5,,,,,2025-10-28 05:52:03.155,2025-10-28 05:52:03.155
30f7e46e-034b-4fc9-ab77-2f1bf45c6450,f435dd8a-01cf-4c4b-a314-0f3c8241078f,Winter 2026,A,lecture (5 credits),In-person,"Tuesday, Thursday",5:45 PM - 7:45 PM,UW2  building room  340,UW2,340,Kelvin Sung,13260,40,40,,,,,2025-10-28 05:52:03.227,2025-10-28 05:52:03.227
12e2455a-7365-48e9-8c02-3277df7012e1,0168c851-4500-4b08-aa6f-133217528efc,Winter 2026,A,lecture (5 credits),In-person,"Monday, Wednesday",8:00 PM - 10:00 PM,UW1  building room  021,UW1,021,Chris Phillips,13261,40,40,,,,,2025-10-28 05:52:03.439,2025-10-28 05:52:03.439
65d5e76a-fa8f-4652-85d4-e39f73ac3d38,6de41b94-49d2-4196-b700-f07f8bcf3a0a,Winter 2026,A,lecture (5 credits),In-person,"Monday, Wednesday",5:45 PM - 7:45 PM,UW1  building room  021,UW1,021,Wooyoung Kim,13262,40,40,,,,,2025-10-28 05:52:03.662,2025-10-28 05:52:03.662
fb96632d-447e-441d-9b98-38d7a485b05a,2f672dff-cfc3-4451-b19f-631c79d1b7cd,Winter 2026,A,lecture (5 credits),In-person,"Monday, Wednesday",5:45 PM - 7:45 PM,UW2  building room  305,UW2,305,Brent J Lagesse,13263,40,40,,,,,2025-10-28 05:52:03.882,2025-10-28 05:52:03.882
087ad815-30f5-4d78-95e2-c4354a27eb85,9b84d835-3c61-4f13-a30e-9f46138d6584,Winter 2026,A,lecture (5 credits),In-person,"Monday, Wednesday",3:30 PM - 5:30 PM,UW2  building room  131,UW2,131,Mia Champion,13264,40,40,,,,,2025-10-28 05:52:04.109,2025-10-28 05:52:04.109
33b07db8-0ae1-4fd7-b97f-76b73db4cff7,524ab71a-2c1e-4675-9004-8f9d6bfdcc9d,Winter 2026,A,lecture (5 credits),In-person,"Tuesday, Thursday",8:00 PM - 10:00 PM,UW1  building room  021,UW1,021,Erika Parsons,13265,40,40,,,,,2025-10-28 05:52:04.322,2025-10-28 05:52:04.322
6e7e663d-c25b-4644-afc2-f6c51ceec440,6f506a77-3e3c-459c-ad9d-f5fd9e93bc8b,Winter 2026,A,independent study (1-10 credit),In-person,,,,,,,13266,30,30,,,,,2025-10-28 05:52:04.536,2025-10-28 05:52:04.536
864ed798-3c0e-4f92-b114-aeab08d73ff2,f4ff445f-c1a3-4f66-8c77-ab18e8f2dc36,Winter 2026,A,seminar (1 credit),In-person,Tuesday,8:00 PM - 9:00 PM,UW1  building room  041,UW1,041,Bill Erdly,13267,60,60,,,,,2025-10-28 05:52:04.752,2025-10-28 05:52:04.752
34ce06ed-b031-45dd-b29e-e0962fe8d639,5e167a38-ea57-4a1f-98b1-b658bc26c4ff,Winter 2026,A,independent study (1-5 credit),In-person,,,,,,,13268,20,20,,,,,2025-10-28 05:52:04.967,2025-10-28 05:52:04.967
99d983a6-27b0-43fa-b282-361d40d447ce,5e167a38-ea57-4a1f-98b1-b658bc26c4ff,Winter 2026,B,independent study (1-5 credit),In-person,,,,,,,13269,20,20,,,,,2025-10-28 05:52:05.04,2025-10-28 05:52:05.04
bfd1b7c0-7786-4ef8-9e84-e8cfe8b43c4e,10200797-3970-4665-9cb2-e81b20021a38,Winter 2026,A,independent study (1-5 credit),In-person,,,,,,,13270,20,20,,,,,2025-10-28 05:52:05.255,2025-10-28 05:52:05.255
ac77819c-c146-4242-9ec3-ab2ae40a2509,5e99cf13-afdb-46e3-8464-4ed060b42c59,Winter 2026,A,independent study (1-10 credit),In-person,,,,,,,13271,30,30,,,,,2025-10-28 05:52:05.47,2025-10-28 05:52:05.47
59190df3-e987-4fc4-a029-f06637f24dc2,f33e25c5-0612-4037-bc20-1a9d5998acd0,Winter 2026,A,lecture (2 credits),In-person,Friday,8:45 AM - 10:45 AM,UW1  building room  010,UW1,010,Johnny Lin,13288,48,48,,,,,2025-10-28 05:52:05.688,2025-10-28 05:52:05.688
83256098-b537-42bd-b0dc-10f43902a2e1,4acdc999-cae0-4d09-8f3b-c022555cbc98,Winter 2026,A,lecture (1 credit),In-person,Friday,11:30 AM - 2:00 PM,UW1  building room  040,UW1,040,,13289,30,30,,,,,2025-10-28 05:52:05.905,2025-10-28 05:52:05.905
6808a737-4946-4eb7-89f7-450372cbbd91,b4974a00-f804-4ee1-a1b2-380a13ab7569,Winter 2026,A,lecture (1 credit),In-person,Friday,8:45 AM - 11:15 AM,UW1  building room  110,UW1,110,,13290,48,48,,,,,2025-10-28 05:52:06.14,2025-10-28 05:52:06.14
f7a9ea39-4d69-47cb-900e-f69bdabb0753,b4974a00-f804-4ee1-a1b2-380a13ab7569,Winter 2026,B,lecture (1 credit),In-person,Friday,11:30 AM - 2:00 PM,UW1  building room  110,UW1,110,,13291,48,48,,,,,2025-10-28 05:52:06.213,2025-10-28 05:52:06.213
cb6701da-20c9-4204-a264-be2dd7f7aa98,b4974a00-f804-4ee1-a1b2-380a13ab7569,Winter 2026,C,lecture (1 credit),In-person,Friday,2:30 PM - 5:00 PM,UW1  building room  110,UW1,110,,13292,48,48,,,,,2025-10-28 05:52:06.285,2025-10-28 05:52:06.285
ea8ac656-7428-4430-89a5-5dc906f2a338,b4974a00-f804-4ee1-a1b2-380a13ab7569,Winter 2026,D,lecture (1 credit),In-person,Friday,5:15 PM - 7:45 PM,UW1  building room  110,UW1,110,,13293,48,48,,,,,2025-10-28 05:52:06.357,2025-10-28 05:52:06.357
d4ec6dd4-4e10-4afb-9789-fc3842a9f776,bd312dab-27ee-492b-bb9f-a85e39891891,Winter 2026,A,lecture (1 credit),In-person,Friday,11:30 AM - 2:00 PM,UW1  building room  050,UW1,050,,13294,48,48,,,,,2025-10-28 05:52:06.573,2025-10-28 05:52:06.573
7f31a5eb-f485-4c0f-a14d-8fa342723e82,bd312dab-27ee-492b-bb9f-a85e39891891,Winter 2026,B,lecture (1 credit),In-person,Friday,2:30 PM - 5:00 PM,UW1  building room  050,UW1,050,,13295,48,48,,,,,2025-10-28 05:52:06.643,2025-10-28 05:52:06.643
4cf7c568-ab5f-4d43-ac79-dc5c699a4bd1,bd312dab-27ee-492b-bb9f-a85e39891891,Winter 2026,C,lecture (1 credit),In-person,Friday,8:45 AM - 11:15 AM,UW1  building room  050,UW1,050,,13296,48,48,,,,,2025-10-28 05:52:06.718,2025-10-28 05:52:06.718
6f1c7b16-3afd-43ca-b703-4b8b4e7a15e9,bd312dab-27ee-492b-bb9f-a85e39891891,Winter 2026,D,lecture (1 credit),In-person,Friday,5:15 PM - 7:45 PM,UW1  building room  050,UW1,050,,13297,48,48,,,,,2025-10-28 05:52:06.791,2025-10-28 05:52:06.791
6f766d5c-b970-4355-8ae3-c3db5f194810,81fd3ebb-35d1-4dc8-ad4d-1e67c7e1ce0b,Winter 2026,A,lecture (2 credits),In-person,Friday,1:15 PM - 5:15 PM,UW1  building room  041,UW1,041,Kelvin Sung,13298,60,60,,,,,2025-10-28 05:52:07.009,2025-10-28 05:52:07.009
e48079f5-9ee6-4c04-b3ea-2a26273313eb,0bb9a018-adf9-49d8-9c29-673a51da85ba,Winter 2026,A,lecture (1 credit),In-person,Monday,3:30 PM - 5:30 PM,UW1  building room  221,UW1,221,Nancy L. Kool,13299,25,25,,,,,2025-10-28 05:52:07.223,2025-10-28 05:52:07.223
b9fad9d8-d8ed-454f-b6b1-65b319c914a8,dee597db-e7ba-42ab-b0e3-c259363b114d,Winter 2026,A,lecture (2 credits),In-person,Wednesday,3:30 PM - 5:30 PM,UW1  building room  060,UW1,060,Laurie Anderson,13300,15,15,,,,,2025-10-28 05:52:07.44,2025-10-28 05:52:07.44
019483de-2865-4469-b572-eb7b144d4ac0,60dbdae9-e7ea-4271-aba4-8d2a6d4637b1,Winter 2026,A,laboratory (2 credits),In-person,Thursday,12:00 PM - 3:00 PM,DISC  building room  264,DISC,264,Abdlmagid Basere,10950,24,24,,,,,2025-10-28 05:52:07.652,2025-10-28 05:52:07.652
934d167a-8149-43b6-a547-8d26f9a16b93,60dbdae9-e7ea-4271-aba4-8d2a6d4637b1,Winter 2026,B,laboratory (2 credits),In-person,Friday,12:00 PM - 3:00 PM,DISC  building room  264,DISC,264,,10951,24,24,,,,,2025-10-28 05:52:07.733,2025-10-28 05:52:07.733
7841f3de-0ecc-402d-b689-8f81e35dc060,60dbdae9-e7ea-4271-aba4-8d2a6d4637b1,Winter 2026,C,laboratory (2 credits),In-person,Thursday,8:45 AM - 11:45 AM,DISC  building room  264,DISC,264,Reshma Chandrasekharan,21943,24,24,,,,,2025-10-28 05:52:07.803,2025-10-28 05:52:07.803
a3a8cdc9-191a-4948-b5e3-614f463079aa,40dc4703-891a-4267-a132-f4b977ea96f3,Winter 2026,A,lecture (4 credits),In-person,"Monday, Wednesday",11:00 AM - 1:00 PM,UW1  building room  040,UW1,040,,10952,48,48,,,,,2025-10-28 05:52:08.018,2025-10-28 05:52:08.018
b6d58f1c-52c0-4819-ab87-6320b170be6d,f79e1ae5-fc79-4f2c-97ad-a47f8dbcef8a,Winter 2026,A,lecture (4 credits),In-person,"Monday, Wednesday",8:45 AM - 10:45 AM,UW2  building room  005,UW2,005,Mahmoud Ghofrani,10953,72,72,,,,,2025-10-28 05:52:08.233,2025-10-28 05:52:08.233
176f7409-ed5a-4d0c-9f0c-1a0108d9aa91,9c6f7bfe-78d6-4461-9e2a-3c4aca65f866,Winter 2026,A,lecture (5 credits),In-person,"Monday, Wednesday",3:30 PM - 5:30 PM,UW1  building room  050,UW1,050,Reshma Chandrasekharan,10954,48,48,,,,,2025-10-28 05:52:08.45,2025-10-28 05:52:08.45
a0dd1aa3-dc1f-459b-a9af-9238ad6d3656,9c6f7bfe-78d6-4461-9e2a-3c4aca65f866,Winter 2026,,laboratory,In-person,Tuesday,3:30 PM - 5:30 PM,DISC  building room  270,DISC,270,Joseph Decuir,10955,24,24,,,,,2025-10-28 05:52:08.521,2025-10-28 05:52:08.521
14b1b67c-7548-4f10-b6e1-8f616e1ab844,9c6f7bfe-78d6-4461-9e2a-3c4aca65f866,Winter 2026,,laboratory,In-person,Thursday,3:30 PM - 5:30 PM,DISC  building room  270,DISC,270,Joseph Decuir,10956,24,24,,,,,2025-10-28 05:52:08.592,2025-10-28 05:52:08.592
e834086e-3ecd-4cc2-bb88-0ffef4883412,b31a66ae-c833-4a2c-8143-f3de93fa7a19,Winter 2026,A,lecture (5 credits),In-person,"Monday, Wednesday",8:45 AM - 10:45 AM,INV  building room  134,INV,134,Walter Charczenko,10957,48,48,,,,,2025-10-28 05:52:08.814,2025-10-28 05:52:08.814
1969c3d6-721a-4350-a75e-d8abc9b0c889,b31a66ae-c833-4a2c-8143-f3de93fa7a19,Winter 2026,,laboratory,In-person,Tuesday,3:30 PM - 5:30 PM,DISC  building room  264,DISC,264,Walter Charczenko,10958,24,24,,,,,2025-10-28 05:52:08.885,2025-10-28 05:52:08.885
d05a3a94-6847-4b4d-a593-68ac759be28d,b31a66ae-c833-4a2c-8143-f3de93fa7a19,Winter 2026,,laboratory,In-person,Thursday,3:30 PM - 5:30 PM,DISC  building room  264,DISC,264,Walter Charczenko,10959,24,24,,,,,2025-10-28 05:52:08.958,2025-10-28 05:52:08.958
b8207b54-1c38-4f2b-bc99-612e85187e9e,9c2c71a5-0eed-44da-9f9b-ae7e1a8d047e,Winter 2026,A,lecture (5 credits),In-person,"Thursday, Friday",8:45 AM - 10:45 AM,UW2  building room  205,UW2,205,Abdlmagid Basere,10960,24,24,,,,,2025-10-28 05:52:09.179,2025-10-28 05:52:09.179
fc6c141e-6aea-41cf-ad8f-47d266005e73,c907ecd3-d023-43d8-a86b-6abbeba5baba,Winter 2026,A,lecture (5 credits),In-person,"Tuesday, Thursday",1:15 PM - 3:15 PM,INV  building room  134,INV,134,Madhava Sarma Vemuri,10961,24,24,,,,,2025-10-28 05:52:09.406,2025-10-28 05:52:09.406
ca5acebc-0181-4e15-a9c2-f1079e099c78,c907ecd3-d023-43d8-a86b-6abbeba5baba,Winter 2026,,laboratory,In-person,Thursday,11:00 AM - 1:00 PM,DISC  building room  270,DISC,270,Joseph Decuir,10962,24,24,,,,,2025-10-28 05:52:09.477,2025-10-28 05:52:09.477
5156b854-8c9f-47dc-9e1e-92718531dd5a,7683d86d-edb4-4546-a940-b05dc604a7d6,Winter 2026,A,lecture (5 credits),In-person,"Tuesday, Thursday",1:15 PM - 3:15 PM,UW2  building room  040,UW2,040,Harry Aintablian,10963,24,24,,,,,2025-10-28 05:52:09.697,2025-10-28 05:52:09.697
06da07b0-74e0-44b5-bf2c-848750fe876d,6a26721c-da7a-4268-bf34-b0cc70115a68,Winter 2026,A,lecture (5 credits),In-person,"Monday, Wednesday",11:00 AM - 1:00 PM,UW1  building room  031,UW1,031,Walter Charczenko,10964,18,18,,,,,2025-10-28 05:52:09.91,2025-10-28 05:52:09.91
e04b8e0a-b25a-4dee-9fa1-c2e8c1661a32,d1dd0b9d-d681-499d-b2fc-5b8bccbe5435,Winter 2026,A,independent study (5 credits),In-person,,,,,,,10966,10,10,,,,,2025-10-28 05:52:10.128,2025-10-28 05:52:10.128
19f54863-5cb4-4556-a892-59b8f15c1e9f,d1dd0b9d-d681-499d-b2fc-5b8bccbe5435,Winter 2026,B,independent study (1-5 credit),In-person,,,,,,,10967,10,10,,,,,2025-10-28 05:52:10.201,2025-10-28 05:52:10.201
9196b3b1-a779-4490-a923-c15b5781938c,d1dd0b9d-d681-499d-b2fc-5b8bccbe5435,Winter 2026,C,independent study (1-5 credit),In-person,,,,,,,10968,10,10,,,,,2025-10-28 05:52:10.274,2025-10-28 05:52:10.274
02362cac-d238-4e10-a1fb-0e9a96fb08df,0bf09ad4-d521-43f0-9907-c5cc205fa478,Winter 2026,A,independent study (5 credits),In-person,,,,,,,10969,10,10,,,,,2025-10-28 05:52:10.492,2025-10-28 05:52:10.492
1aaa674b-1e8a-497b-a7bd-f477c604a11a,0bf09ad4-d521-43f0-9907-c5cc205fa478,Winter 2026,B,independent study (1-5 credit),In-person,,,,,,,10970,10,10,,,,,2025-10-28 05:52:10.564,2025-10-28 05:52:10.564
7f8474ea-132e-4507-ac76-680ab15e5d6d,0bf09ad4-d521-43f0-9907-c5cc205fa478,Winter 2026,C,independent study (1-5 credit),In-person,,,,,,,10971,10,10,,,,,2025-10-28 05:52:10.637,2025-10-28 05:52:10.637
667e5339-13fa-4e2f-9f0a-b4b9983293d4,72d4bb75-f1ba-41db-8061-9ba9b31797fa,Winter 2026,A,lecture (3 credits),In-person,"Monday, Wednesday",5:45 PM - 7:15 PM,UW1  building room  060,UW1,060,,10972,30,30,,,,,2025-10-28 05:52:10.852,2025-10-28 05:52:10.852
13e68192-d74a-4fda-9b5e-b09dcb494dc7,414f205d-e730-404e-95cd-2231de901d7c,Winter 2026,A,lecture (3 credits),In-person,"Monday, Wednesday",7:30 PM - 9:00 PM,UW1  building room  060,UW1,060,,10973,30,30,,,,,2025-10-28 05:52:11.07,2025-10-28 05:52:11.07
42f80ffc-c721-4698-a3f9-cb4299ef4491,ca946152-ac4c-4b10-927a-7b80a5ac5e58,Winter 2026,A,lecture (5 credits),In-person,"Monday, Wednesday",5:45 PM - 7:45 PM,UW2  building room  040,UW2,040,Konpal Shaukat Ali,10974,30,30,,,,,2025-10-28 05:52:11.29,2025-10-28 05:52:11.29
2e051229-be9e-4503-93ee-f05de791b46e,13b0a100-a20f-41e9-bac8-d33b9686f4ee,Winter 2026,A,lecture (5 credits),In-person,"Tuesday, Thursday",8:00 PM - 10:00 PM,UW2  building room  211,UW2,211,,10975,24,24,,,,,2025-10-28 05:52:11.504,2025-10-28 05:52:11.504
1eb1f038-074c-4f1a-a37f-2e39b98253c1,a7b171da-7018-453f-94f3-6fe066280390,Winter 2026,A,lecture (5 credits),In-person,"Monday, Wednesday",8:00 PM - 10:00 PM,UW1  building room  031,UW1,031,Kyoung Tae Kim,10976,10,10,,,,,2025-10-28 05:52:11.726,2025-10-28 05:52:11.726
a1e46adb-c302-41c9-a4ca-69224cd36955,a7b171da-7018-453f-94f3-6fe066280390,Winter 2026,B,lecture (5 credits),In-person,"Monday, Wednesday",5:45 PM - 7:45 PM,UW1  building room  031,UW1,031,,22140,10,10,,,,,2025-10-28 05:52:11.797,2025-10-28 05:52:11.797
77c2219b-7777-442a-899c-f9d0bb9e07a5,b6805bfc-3bf9-498e-8dbc-f7ed4e11ae7f,Winter 2026,A,lecture (5 credits),In-person,"Tuesday, Thursday",5:45 PM - 7:45 PM,UW2  building room  040,UW2,040,Harry Aintablian,10977,24,24,,,,,2025-10-28 05:52:12.021,2025-10-28 05:52:12.021
1192e073-d4fb-42c7-b506-9673c3798d84,8870ad89-7773-4c38-814e-651469ea99b3,Winter 2026,A,lecture (1 credit),In-person,Tuesday,4:30 PM - 5:30 PM,UW2  building room  221,UW2,221,Harry Aintablian,10978,30,30,,,,,2025-10-28 05:52:12.239,2025-10-28 05:52:12.239
539e5798-645c-4ff7-a586-65b773fedbd0,481f0a5c-b2e1-45e0-a53f-9a36c7b7167e,Winter 2026,A,independent study (1-5 credit),In-person,,,,,,,10979,15,15,,,,,2025-10-28 05:52:12.456,2025-10-28 05:52:12.456
2a109e63-b3b3-4203-acbc-e12093013373,481f0a5c-b2e1-45e0-a53f-9a36c7b7167e,Winter 2026,B,independent study (1-5 credit),In-person,,,,,,,10980,15,15,,,,,2025-10-28 05:52:12.528,2025-10-28 05:52:12.528
bcf5dde3-0e2f-4103-b277-a15ef7d1e780,3b652d55-6861-46a6-a781-76f6b42b6911,Winter 2026,A,independent study (1-10 credit),In-person,,,,,,,10981,15,15,,,,,2025-10-28 05:52:12.748,2025-10-28 05:52:12.748
60878d38-68e1-42c1-bd77-888c7a5e713d,1b4cd1bc-83be-4e10-a858-0c3951c576e6,Winter 2026,A,independent study (1-10 credit),In-person,,,,,,,10982,30,30,,,,,2025-10-28 05:52:12.966,2025-10-28 05:52:12.966
560af1fe-5a79-42aa-bc0b-dcf0f94ba2d1,32832284-9e2f-4035-984e-0adfc0f39414,Winter 2026,A,laboratory (2 credits),In-person,Tuesday,3:30 PM - 5:30 PM,INV  building room  012,INV,012,Narges Masoumi,10983,12,12,,,,,2025-10-28 05:52:13.185,2025-10-28 05:52:13.185
d0f4d844-d693-470d-ab6e-952b752efdd2,8a4b3ab9-d8ef-43a6-860d-ae469fc31e0f,Winter 2026,A,lecture (3 credits),In-person,Friday,8:30 AM - 11:00 AM,INV  building room  134,INV,134,Imen Hannachi,10984,48,48,,,,,2025-10-28 05:52:13.475,2025-10-28 05:52:13.475
d3881119-c206-4a27-9178-4624891e15d0,13e10018-179e-49c3-8fde-2383a6ef1e30,Winter 2026,A,lecture (3 credits),In-person,,,,,,,10985,20,20,,,,,2025-10-28 05:52:13.691,2025-10-28 05:52:13.691
