id,courseCode,courseName,credits,campus,school,subject,courseDescription,coursePrerequisite,offeredJointlyWith,quarters,genEdReq,curriculum,overlappingCourses,createdAt,updatedAt
006d62e2-37d5-400f-ac3c-8a558e37e9f3,BEARTH 155,Introduction to Climate Science,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Earth System Science (Bothell) (BEARTH),"Introduces climate science and global climate change. Topics include the scientific method, earth history, global biogeochemical cycles, population and energy consumption, and greenhouse gas emissions; fundamental climate science, energy conservation, alternative energy; climate and the media; and climate policy.",None,,"{""Winter 2026""}",(SSc) Social Science or (NSc) Natural Science,"EARTH SYSTEM SCIENCE (BOTHELL), bothell campus",,2025-10-28 05:08:01.984,2025-10-28 05:51:13.994
5dc2c116-9b99-4ff7-9f13-36e2eba9107c,BEARTH 201,Mapping the Earth System,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Earth System Science (Bothell) (BEARTH),"Focuses on issues of environmental health and environmental change in a local or regional earth system as a means to investigate the interconnected biologic, geologic, hydrologic and social systems of that region.",None,,"{""Winter 2026""}",(NSc) Natural Science,"EARTH SYSTEM SCIENCE (BOTHELL), bothell campus",ESS 201,2025-10-28 05:08:02.221,2025-10-28 05:51:14.214
e6948929-4316-4b46-9ea2-6ad2ad777aaa,BEARTH 318,Hydrogeology,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Earth System Science (Bothell) (BEARTH),"Examines details and mechanisms of the natural processes associated with the hydrologic cycle. Explores rivers, groundwater, and watershed management issues within Washington State.",None,,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","EARTH SYSTEM SCIENCE (BOTHELL), bothell campus",,2025-10-28 05:08:02.445,2025-10-28 05:51:14.431
a3976714-dced-490f-bb9f-29c63584e4e8,BES 301,Science Methods and Practice,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Environmental Science - UW Bothell (BES),"Overview of the scientific method, emphasizing the development of testable hypotheses, scientific writing and analysis.",None,,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning, (W) Additional Writing - see section details below","ENVIRONMENTAL SCIENCE - UW BOTHELL, bothell campus",,2025-10-28 05:08:02.696,2025-10-28 05:51:14.645
bc1bc183-7ec4-4f57-84da-bdbaa2157f82,BISIA 311,Creative Writing: Prose,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),IAS Interdisciplinary Arts (BISIA),"Intensive study of the modes and means of composing creative, non-fictional prose.",None,,"{""Winter 2026""}",(A&H) Arts and Humanities,"IAS INTERDISCIPLINARY ARTS, bothell campus",,2025-10-28 05:08:06.164,2025-10-28 05:51:18.04
902d58ce-4248-49dc-81fb-22f769d70971,BCWRIT 700,Master's Thesis,1-5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Creative Writing - Bothell (BCWRIT),"Includes completion of a creative thesis in one of the following areas: poetry, fiction, non-fiction, or cross genre as well as a poetics essay or artist's statement. Students may elective to engage multiple media or performance venues in partial completion of their thesis.",BCWRIT 500; BCWRIT 501; BCWRIT 502; BCWRIT 510; BCWRIT 511; and BCWRIT 512.,,"{""Winter 2026""}",None,"CREATIVE WRITING - BOTHELL, bothell campus",,2025-10-28 05:08:00.126,2025-10-28 05:51:12.13
395d089d-cac0-4107-8512-b5e9617e0beb,B DATA 200,Introduction to Data Studies,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Data Science and Analytics (B DATA),"Introduces students to an understanding of foundational concepts, overview technical practices of data analysis and computational approaches as well as prepares them to navigate the sea of information. Learners will explore topics including data types, data structure, basic descriptive statistics, data visualization, machine learning, and communication.",None,,"{""Winter 2026""}",(RSN) Reasoning,"DATA SCIENCE AND ANALYTICS, bothell campus",CSE 180; INFO 180; and STAT 180,2025-10-28 05:08:00.65,2025-10-28 05:51:12.635
8ba4113d-55cc-42fd-9ac2-dd0ac52c7e78,BES 385,Biodiversity Conservation,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Environmental Science - UW Bothell (BES),"Exploration of the threats to and conservation of biodiversity and its impact on planetary health, cultures, and societies. Emphasis is placed on understanding the limits and promise of conservation approaches within the social, political and economic context of conservation problems, and on the diversity of careers within environmental sciences.",None,,"{""Winter 2026""}",(NSc) Natural Science,"ENVIRONMENTAL SCIENCE - UW BOTHELL, bothell campus",,2025-10-28 05:08:03.504,2025-10-28 05:51:15.448
cc7dc55e-c91d-48d9-a8fd-5f432914b1b4,BES 398,Directed Study in Environmental Science,1-5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Environmental Science - UW Bothell (BES),Opportunity for directed group or individual research on a topic mutually agreed upon by instructor and student.,None,,"{""Winter 2026""}",None,"ENVIRONMENTAL SCIENCE - UW BOTHELL, bothell campus",,2025-10-28 05:08:03.722,2025-10-28 05:51:15.661
62ba8ed0-8d57-4b60-b23b-53cf08d6d5a7,BES 498,Independent Research in Environmental Science,1-5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Environmental Science - UW Bothell (BES),Individual advanced research conducted under the direction of one or more instructors.,None,,"{""Winter 2026""}",None,"ENVIRONMENTAL SCIENCE - UW BOTHELL, bothell campus",,2025-10-28 05:08:04.159,2025-10-28 05:51:16.089
cd769dc7-0039-441b-b67b-39c2d0bb24b1,BISGWS 302,Histories and Movements of Gender and Sexuality,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),"Gender, Women, and Sexuality Studies - B (BISGWS)","Studies a variety of women's, feminist, and gender and sexuality justice movements around the world. Topics may include: women in armed revolutionary movements; queer activism; embodied protests; civil rights and anti-racism movements; labor activism; and feminist movements.",None,,"{""Winter 2026""}","(DIV) Diversity, (SSc) Social Science","GENDER, WOMEN, AND SEXUALITY STUDIES - B, bothell campus",,2025-10-28 05:08:04.381,2025-10-28 05:51:16.303
97b0ac4b-15ca-44b1-9bd9-b67cec2cc4ca,BISIA 207,"Introduction to Creative Writing: Words, Stories, Dialogues",5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),IAS Interdisciplinary Arts (BISIA),Inquires into basic elements of creative writing that occur in multiple genres and media. Studies and practices writing in a workshop atmosphere.,None,,"{""Winter 2026""}",(A&H) Arts and Humanities,"IAS INTERDISCIPLINARY ARTS, bothell campus",,2025-10-28 05:08:04.829,2025-10-28 05:51:16.727
757a1b74-cfc2-4826-b92b-fa93cb00a5aa,BISIA 219,Introduction to Interdisciplinary Arts,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),IAS Interdisciplinary Arts (BISIA),"Introduces the relationships between the study of and the making of art. Explores connections and intersections among written, visual, and performance arts and engages their intellectual, social, creative, and aesthetic dimensions. Emphasizes creative engagement and critical dialogue as central components to contemporary interdisciplinary arts.",None,,"{""Winter 2026""}",(A&H) Arts and Humanities,"IAS INTERDISCIPLINARY ARTS, bothell campus",,2025-10-28 05:08:05.055,2025-10-28 05:51:16.94
709a1656-bb4a-4e84-9114-79ab81de3284,BISIA 240,Visual and Media Arts Techniques,1-5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),IAS Interdisciplinary Arts (BISIA),"Develops intermediate art skills and applications, with an emphasis on visual and media arts.",None,,"{""Winter 2026""}",(A&H) Arts and Humanities,"IAS INTERDISCIPLINARY ARTS, bothell campus",,2025-10-28 05:08:05.279,2025-10-28 05:51:17.158
359f0cb8-4fae-47db-a143-1b691094b819,BISIA 244,Time-Based Media Art,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),IAS Interdisciplinary Arts (BISIA),"Introduces students to digital media art production with video, sound, and imagery techniques. Time-based media refers to art that is dependent on technology and has a durational dimension. Engagement and use of video editing software as a primary means for creating art work and developing video pieces and projects.",None,,"{""Winter 2026""}",(A&H) Arts and Humanities,"IAS INTERDISCIPLINARY ARTS, bothell campus",,2025-10-28 05:08:05.499,2025-10-28 05:51:17.371
182551ab-f039-43fa-b30d-b01a44770b52,BISIA 250,Photography as Art,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),IAS Interdisciplinary Arts (BISIA),"Explores photography as an artistic medium. Creates a context for understanding photography as a form of contemporary art, including expressive and interpretive strategies for taking and making pictures.",None,,"{""Winter 2026""}",(A&H) Arts and Humanities,"IAS INTERDISCIPLINARY ARTS, bothell campus",,2025-10-28 05:08:05.724,2025-10-28 05:51:17.61
b0647ae3-493e-4c06-86db-31c12ee02138,BISIA 310,Creative Writing: Poetry,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),IAS Interdisciplinary Arts (BISIA),Intensive study of the theories and practices of writing poetry.,None,,"{""Winter 2026""}",(A&H) Arts and Humanities,"IAS INTERDISCIPLINARY ARTS, bothell campus",,2025-10-28 05:08:05.944,2025-10-28 05:51:17.826
78d36766-d936-49fa-930a-c35bb157e48f,BES 312,Ecology,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Environmental Science - UW Bothell (BES),"Introduces major concepts of ecology and relates these concepts to current environmental issues. Topics include the relationship between organisms and the physical environment, evolutionary processes, the structure and function of ecosystems, population biology, forest management, pesticide use, and global warming.",None,,"{""Winter 2026""}",(NSc) Natural Science,"ENVIRONMENTAL SCIENCE - UW BOTHELL, bothell campus",,2025-10-28 05:08:03.212,2025-10-28 05:51:15.162
3f73e9d2-7ddb-4990-8b1c-e61c1c72f8a1,BES 493,Capstone Research in Environmental Science II,7,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Environmental Science - UW Bothell (BES),Second course of a two-quarter capstone sequence. Completion of projects planned in the previous quarter.,BES 492.,,"{""Winter 2026""}",None,"ENVIRONMENTAL SCIENCE - UW BOTHELL, bothell campus",,2025-10-28 05:08:03.94,2025-10-28 05:51:15.875
55afb029-b697-48c6-948b-318be82a4786,BISIA 344,Video Art,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),IAS Interdisciplinary Arts (BISIA),Explores the use of video as a contemporary art form. Focuses on the development and critique of creative projects in a practice-oriented setting.,None,,"{""Winter 2026""}",(A&H) Arts and Humanities,"IAS INTERDISCIPLINARY ARTS, bothell campus",DXARTS 450,2025-10-28 05:08:06.86,2025-10-28 05:51:18.688
7681050f-b4dc-4818-a60d-c431f7e7a142,BISIA 350,Photography and Digital Art,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),IAS Interdisciplinary Arts (BISIA),Explores the use of photography and 2D digital imaging as contemporary art forms in a practice-based arts workshop. Emphasizes creative and conceptual engagement.,None,,"{""Winter 2026""}",(A&H) Arts and Humanities,"IAS INTERDISCIPLINARY ARTS, bothell campus",,2025-10-28 05:08:07.089,2025-10-28 05:51:18.906
08b3a0e7-3400-44af-a2f0-7cd9d2246be4,BISIA 401,Literary and Arts Journal Editorial Board,2-5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),IAS Interdisciplinary Arts (BISIA),"Provides opportunity to learn about publishing a literary journal by publishing the UWB Literary Journal. Students gain skills in communication, assessing and editing literary texts, layout design, technology for creating and disseminating multi-media work, project management, and teamwork.",None,,"{""Winter 2026""}",None,"IAS INTERDISCIPLINARY ARTS, bothell campus",,2025-10-28 05:08:07.316,2025-10-28 05:51:19.117
c7a76cc2-6e0e-4728-9a2a-2842dba7adae,BISIA 450,Image and Imagination,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),IAS Interdisciplinary Arts (BISIA),Explores image-based arts in a contemporary context in an advanced arts workshop. Emphasizes the development of creative and conceptual projects in a practice-oriented setting.,None,,"{""Winter 2026""}",(A&H) Arts and Humanities,"IAS INTERDISCIPLINARY ARTS, bothell campus",,2025-10-28 05:08:07.551,2025-10-28 05:51:19.334
d7e481b1-de34-48da-be9d-62a615704874,BISSTS 307,"Science, Technology, and Society",5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),"IAS Science, Technology, and Society (BISSTS)","Presents concepts and theories used to investigate the creation, application, and governance of science and technology. Addresses the nature of scientific and technological knowledge, social construction of science and technology, democracy and science, and public understanding.",None,,"{""Winter 2026""}",(SSc) Social Science,"IAS SCIENCE, TECHNOLOGY, AND SOCIETY, bothell campus",,2025-10-28 05:08:07.788,2025-10-28 05:51:19.552
5d5c742b-233b-4c21-b23d-496f62afdcf7,BISSTS 355,History of Science and Technology,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),"IAS Science, Technology, and Society (BISSTS)","Introduces the historical development of science and technology and their interaction with social, cultural, and political forces across time and space.",None,,"{""Winter 2026""}",(SSc) Social Science,"IAS SCIENCE, TECHNOLOGY, AND SOCIETY, bothell campus",,2025-10-28 05:08:08.01,2025-10-28 05:51:19.767
3b1d4d22-59de-46cf-b498-c6b2346ed77b,BIS 111,Digital Thinking,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Introduces the fundamental concepts behind computing and computational thinking including logical reasoning; problem solving, data representation; abstraction; complexity management; computers and network operations; effective web searches; ethics; and legal and social aspects of information technology through the creation of popular digital artifacts such as web pages, animations, and video games.",None,CSS 101,"{""Winter 2026""}",(RSN) Reasoning,"INTERDISCIPLINARY STUDIES, bothell campus",CSE 110,2025-10-28 05:08:08.223,2025-10-28 05:51:19.983
65236604-40ba-4fd7-b758-c4bb825b4b59,BIS 121,Introduction to Drawing,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Builds basic drawing skills, develops understanding of primary concepts which relate to drawing and develops an understanding of the grammar or syntax of two-dimensional language. Students move beyond their current knowledge and abilities and link new skills, concepts, and understandings to creative expressing.",None,,"{""Winter 2026""}",(A&H) Arts and Humanities,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:08.443,2025-10-28 05:51:20.197
99f9dec4-d934-4f6c-9c64-5f0e8b37b8fe,BIS 132,Introduction to Photography,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),Introduces photography as an art form and artistic medium. Focuses on camera operation and capturing images with full creative control. Encourages students to explore the visual language of photography; learn about contemporary and past photographers; communicate in the visual medium; and look at photographic works with a critical eye.,None,,"{""Winter 2026""}",(A&H) Arts and Humanities,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:08.663,2025-10-28 05:51:20.41
d2540bcc-d824-4042-8800-2dddadc8927f,BIS 133,Introduction to Acting,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Introduces the fundamentals of theatre performance through partnered scenes, character and script analysis, acting theory, and physical, vocal, focus, awareness, improv, and creativity-building exercises.",None,,"{""Winter 2026""}",(A&H) Arts and Humanities,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:08.882,2025-10-28 05:51:20.628
3d97938a-1fda-45d8-a044-8391a7eef4f6,BIS 136,Introduction to Art History,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Introduces various themes, periods, styles and ideas of art. The emphasis will be on familiarizing students with major concepts, interpreting art works within their various historical and political contexts. Topics may include Ancient Art, Medieval Art, Western Art, Renaissance, Modern, and others.",None,,"{""Winter 2026""}",(A&H) Arts and Humanities,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:09.105,2025-10-28 05:51:20.84
fd812603-fbee-4ae0-9546-426bc5b1c03c,BISIA 340,Visual and Media Arts Workshop,1-5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),IAS Interdisciplinary Arts (BISIA),Interdisciplinary arts workshop with an emphasis on visual and media arts. Focuses on the development and critique of creative projects in a practice-oriented setting.,None,,"{""Winter 2026""}",(A&H) Arts and Humanities,"IAS INTERDISCIPLINARY ARTS, bothell campus",,2025-10-28 05:08:06.638,2025-10-28 05:51:18.473
b4e7e559-01a1-453a-bbb2-a7b4b2ecd153,BIS 170,Introduction to Psychology,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Surveys major areas of psychological science. Core topics include human social behavior, personality, psychological disorders and treatment, learning, memory, human development, biological influences, and research methods. Related topics may include sensation, perception, states of consciousness, thinking, intelligence, language, motivation, emotion, stress and health, cross-cultural psychology, and applied psychology.",None,,"{""Winter 2026""}",(SSc) Social Science,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:09.761,2025-10-28 05:51:21.488
a7a91b8b-8083-47d5-947b-54c5f501a9e8,BIS 175,Introduction to American Government,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Examines the major institutions and processes of American government, including civil liberties and rights, federalism, Congress, the presidency, the judiciary, executive branch, political parties and elections, interest groups, and civic engagement.",None,,"{""Winter 2026""}",(SSc) Social Science,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:09.974,2025-10-28 05:51:21.706
f826760b-9fc6-4022-9fb2-0f8bd75cd992,BIS 176,Introduction to Analyzing Media,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Introduces the fundamentals of analyzing various forms of media and with key terms and theories used in the study and practice of media production. We will examine analog and networked/digital forms of media, examining the ways that media formats, production and circulation contexts, and sites of encounter shape how we make sense of the media we encounter.",None,,"{""Winter 2026""}",(SSc) Social Science or (A&H) Arts and Humanities,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:10.206,2025-10-28 05:51:21.919
69c73f89-53d0-4388-9d61-15a7e66a967c,BIS 180,Introduction to Human Geography,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Introduces approaches, concepts, and topics from human geography. Addresses subjects including population and demography, culture, race and ethnicity, political organization, economics and industry, agriculture, patterns of human settlement, human-environment interactions, and more.",None,,"{""Winter 2026""}",(SSc) Social Science,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:10.421,2025-10-28 05:51:22.143
0e759a0c-3f0e-405a-82af-e764c901ec50,BIS 185,Art and Climate Change,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Focuses on the intersection of art and science and how the nexus of these disciplines inspires thinking in novel ways about complex scientific information, meets societal challenges and envisions another possible world. Bridging art and science makes visible the interdependency of science and critical issues of race, gender and power.",None,,"{""Winter 2026""}",(NSc) Natural Science or (A&H) Arts and Humanities,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:10.648,2025-10-28 05:51:22.358
562f4524-807b-4065-9aa7-27780aafb7a9,BIS 200,Introduction to Microeconomics,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Analysis of markets: consumer demand, production, exchange, the price system, resource allocation, government intervention.",None,B BUS 220,"{""Winter 2026""}","(RSN) Reasoning, (SSc) Social Science","INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:10.867,2025-10-28 05:51:22.57
2e081658-8033-442c-8ca6-0dae8f5ae4ef,BIS 201,Introduction to Macroeconomics,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Analysis of the aggregate economy: national income, inflation, business fluctuations, unemployment, monetary system, federal budget, international trade and finance.",B BUS 220/BIS 200 or ECON 200.,B BUS 221,"{""Winter 2026""}","(RSN) Reasoning, (SSc) Social Science","INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:11.231,2025-10-28 05:51:22.929
b41db721-6f90-4cfd-80f4-b93e08e94cad,BIS 215,Understanding Statistics,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Introduces basic statistical concepts in the social and natural sciences including variance and distribution, descriptive statistics, inferential statistics, correlation, and hypothesis testing. Concepts learned throughout the quarter will continuously build on one another, adding complexity as the quarter progresses. This course will use a combination of conceptual understanding, mathematical computation, and conceptual application.",None,,"{""Winter 2026""}",(RSN) Reasoning,"INTERDISCIPLINARY STUDIES, bothell campus",B BUS 215; B EDUC 295; STAT 220; and TMATH 110,2025-10-28 05:08:11.527,2025-10-28 05:51:23.211
ed18ea45-7dd0-4c55-a404-e50d09446030,BIS 220,Developmental Psychology,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Overview of the physical, cognitive, emotional, and social aspects of human development. Facilitates a greater understanding of children, adolescents, and adults as they develop and change over time in specific cultural contexts.",None,,"{""Winter 2026""}",(SSc) Social Science,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:11.817,2025-10-28 05:51:23.498
fe3bb43d-e9de-4cf5-bc66-c0957cbff487,BIS 222,Introduction to Human Sexuality,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Explores biological, psychological, and sociological theory and research on human sexuality and diversity. Also, examines social institutions that shape cultural norms and influence sexual health and well-being with attention to power, policies, and distribution of resources.",None,,"{""Winter 2026""}","(DIV) Diversity, (SSc) Social Science","INTERDISCIPLINARY STUDIES, bothell campus",TPSYCH 202,2025-10-28 05:08:12.034,2025-10-28 05:51:23.715
e3e77e9a-0fb7-4f3f-83b2-c0867e302310,BIS 162,"Race, Gender, and Sexuality through Film and Television",5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Examines representations of race, gender, and sexuality in films and television. Analyzes influence of media representations on cultural attitudes and vice-versa.",None,,"{""Winter 2026""}","(A&H) Arts and Humanities, (DIV) Diversity","INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:09.544,2025-10-28 05:51:21.271
ebdce6bc-bc0d-466c-a220-fd56b780550a,BIS 242,Environmental Geography,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Investigates the interactions of a dynamic planet and society. Analyzes geographic variability and the human consequences of environmental phenomena such as climate, natural resources, natural hazards, and infectious diseases. Emphasizes the application of geographic tools and methods.",None,,"{""Winter 2026""}",(SSc) Social Science or (NSc) Natural Science,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:12.698,2025-10-28 05:51:24.361
9886c66e-a6ea-47d3-afc8-e5a609bb8924,BIS 243,Introduction to Environmental Issues,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Introduction to the major environmental challenges confronting society, and the science of understanding and addressing those challenges. Provides an overview of major issues such as global climate change, biodiversity loss, and sustainability; as well as in-depth understanding of specific issues.",None,,"{""Winter 2026""}",(SSc) Social Science or (NSc) Natural Science,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:12.921,2025-10-28 05:51:24.576
59128d71-bdb9-41b7-8f99-c6fea63db5a2,BIS 245,Environment and Humanities,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Examines complex and historically situated ways that humans imagine, represent, and inhabit more-than-human worlds. Focuses on close reading and interpretation skills by analyzing cultural texts such as fiction, nature writing, poetry, and the visual arts. Traces interdisciplinary relations between literary history, environmental studies, and critical theory.",None,,"{""Winter 2026""}",(SSc) Social Science or (A&H) Arts and Humanities,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:13.137,2025-10-28 05:51:24.79
88214553-8ade-4b25-99cd-4b7dc3c4c238,BIS 255,Critical Diversity Studies,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Introduces theories, concepts, research, and polices that provide a foundation for exploring connections between diversity and equity and for recognizing ways in which these connections are relevant to individuals, institutions, and the world.",None,B EDUC 255,"{""Winter 2026""}","(DIV) Diversity, (SSc) Social Science","INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:13.353,2025-10-28 05:51:25.009
5b655d5c-ff8c-4cdd-be4d-5727dc4e2e5a,BIS 256,Introduction to African American Studies,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Introduces the history, culture, and politics of people of African descent in inside and outside the United States.",None,,"{""Winter 2026""}","(DIV) Diversity, (SSc) Social Science","INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:13.57,2025-10-28 05:51:25.223
7049c5f2-ac39-4053-a3bf-d63b9fc68eea,BIS 261,Introduction to Film Studies,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Provides an introduction to cinema as an artistic medium, as a source of entertainment, as a platform for cultural critique, and as a cluster of social institutions with significant political and economic power.",None,,"{""Winter 2026""}",(A&H) Arts and Humanities,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:13.792,2025-10-28 05:51:25.447
c6ef265f-1eff-4ab5-a387-4d6fcddab828,BIS 290,Interdisciplinary Writing Seminar,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Focuses on writing critical analyses of scholarly and creative texts in the arts and sciences. Emphasizes close reading, critical thinking, and the writing as a process of inquiry. Prepares students for upper-division writing tasks.",B WRIT 135 or ENGL 141.,,"{""Winter 2026""}",(W) Additional Writing - see section details below,"INTERDISCIPLINARY STUDIES, bothell campus",ENGL 281 and TWRT 211,2025-10-28 05:08:14.006,2025-10-28 05:51:25.666
5f28ee48-e3bd-4d24-8a4c-70d18c85e2d4,BIS 293,Special Topics,2-5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),Examines different subjects or problems from an interdisciplinary framework.,None,,"{""Winter 2026""}",None,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:14.374,2025-10-28 05:51:26.028
56aeb101-02b1-49fd-bf44-5b0108ec1f3f,BIS 307,Environmental Justice,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Explores issues of social equity associated with environmental hazards, risks, and benefits. Examines the ways social structures, environmental decision-making procedures, and scientific and technological practices distribute the burden of environmental problems, as well as community response through political action and cultural production.",None,,"{""Winter 2026""}",(SSc) Social Science,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:14.597,2025-10-28 05:51:26.246
db71c06b-016c-4b3a-8e1e-038440bc4d05,BIS 312,Approaches to Social Research,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Deals with the why and how of social research. Covers two main themes: the epistemology of social science and the logic of research design. Students learn to assess the strengths of various methodologies, evaluate research results, and initiate future inquiries of their own.",None,,"{""Winter 2026""}",(SSc) Social Science,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:14.82,2025-10-28 05:51:26.458
90e34ec8-5106-4eef-92c6-181023a01152,BIS 316,Topics in Psychology,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),Examination of a specific topic in order to provide a deeper understanding of a particular aspect of psychology. Topics may include the history of psychology; human memory; dreaming; cognitive psychology.,None,,"{""Winter 2026""}",(SSc) Social Science,"INTERDISCIPLINARY STUDIES, bothell campus",,2025-10-28 05:08:15.251,2025-10-28 05:51:26.813
8de84674-9a7a-4d15-acfb-a0df75c4ec9b,BIS 231,Linear Algebra With Applications,5,bothell,School of Interdisciplinary Arts and Sciences (Bothell),Interdisciplinary Studies (BIS),"Introduction to linear algebra (i.e., concepts, tools, and operations related to matrices and vectors) with emphasis on interdisciplinary applications. Provides an introduction to the mathematical concepts, arguments, and proofs that occur in linear algebra.","Either STMATH 114, STMATH 124, or MATH 124.",,"{""Winter 2026""}","(NSc) Natural Science, (RSN) Reasoning","INTERDISCIPLINARY STUDIES, bothell campus",STMATH 208; MATH 208; and TMATH 208,2025-10-28 05:08:12.484,2025-10-28 05:51:24.145
